Status_Conta_Corrente;Duracao_Mes;Proposito;Valor_Credito;Conta_Poupanca;Tempo_Emprego_Atual;Taxa_Parcelamento;Residencia_Atual_Desde;Idade;Moradia;N_Creditos_Existentes;Trabalho;N_Pessoas_Sustento;Telefone;Trabalhador_Estrangeiro;Risco;Faixa_Etaria
0 a 200 DM;48;Negócios;6416;< 100 DM;>= 7 anos;4;3;59;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;51-60 anos
>= 200 DM;24;Negócios;1275;>= 1000 DM;1  a 4 anos;2;4;36;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
0 a 200 DM;24;Rádio/TV;6403;< 100 DM;< 1 ano;1;2;33;Própria;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
< 0 DM;24;Rádio/TV;1987;< 100 DM;1  a 4 anos;2;4;21;Aluguel;1;Informal;2;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;8;Rádio/TV;760;< 100 DM;4 a 7 anos;4;2;44;Própria;1;Informal;1;Sim;Sim;Bom;41-50 anos
Sem conta;24;Carro Usado;2603;>= 1000 DM;1  a 4 anos;2;4;28;Aluguel;1;Qualificado;1;Não;Sim;Bom;18-30 anos
Sem conta;4;Carro Novo;3380;< 100 DM;4 a 7 anos;1;1;37;Própria;1;Qualificado;2;Sim;Sim;Bom;31-40 anos
0 a 200 DM;36;Eletrodomésticos;3990;Sem conta;< 1 ano;3;2;29;Própria;1;Desempregado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;24;Carro Usado;11560;< 100 DM;1  a 4 anos;1;4;23;Aluguel;2;Autônomo/Gerência/Oficial;1;Sim;Sim;Ruim;18-30 anos
< 0 DM;18;Carro Novo;4380;100 a 500 DM;1  a 4 anos;3;4;35;Própria;1;Informal;2;Não;Sim;Bom;31-40 anos
Sem conta;6;Carro Novo;6761;< 100 DM;4 a 7 anos;1;3;45;Própria;2;Autônomo/Gerência/Oficial;2;Não;Sim;Bom;41-50 anos
0 a 200 DM;30;Negócios;4280;100 a 500 DM;1  a 4 anos;4;4;26;Aluguel;2;Informal;1;Sim;Sim;Ruim;18-30 anos
< 0 DM;24;Carro Novo;2325;100 a 500 DM;4 a 7 anos;2;3;32;Própria;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
0 a 200 DM;10;Rádio/TV;1048;< 100 DM;1  a 4 anos;4;4;23;Própria;1;Informal;1;Sim;Sim;Bom;18-30 anos
Sem conta;21;Rádio/TV;3160;Sem conta;>= 7 anos;4;3;41;Própria;1;Qualificado;1;Não;Sim;Bom;41-50 anos
< 0 DM;24;Móveis/Equipamento;2483;500 a 1000 DM;1  a 4 anos;4;4;22;Própria;1;Qualificado;1;Não;Sim;Bom;18-30 anos
< 0 DM;39;Móveis/Equipamento;14179;Sem conta;4 a 7 anos;4;4;30;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;18-30 anos
< 0 DM;13;Negócios;1797;< 100 DM;< 1 ano;3;1;28;Própria;2;Informal;1;Sim;Sim;Bom;18-30 anos
< 0 DM;15;Carro Novo;2511;< 100 DM;Desempregado;1;4;23;Aluguel;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;12;Carro Novo;1274;< 100 DM;< 1 ano;3;1;37;Própria;1;Informal;1;Sim;Sim;Ruim;31-40 anos
Sem conta;21;Carro Usado;5248;Sem conta;1  a 4 anos;1;3;26;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;15;Carro Usado;3029;< 100 DM;4 a 7 anos;2;2;33;Própria;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
< 0 DM;6;Móveis/Equipamento;428;< 100 DM;>= 7 anos;2;1;49;Própria;1;Qualificado;1;Não;Sim;Bom;41-50 anos
< 0 DM;18;Carro Novo;976;< 100 DM;< 1 ano;1;2;23;Própria;1;Informal;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;12;Negócios;841;100 a 500 DM;4 a 7 anos;2;4;23;Aluguel;1;Informal;1;Sim;Sim;Bom;18-30 anos
Sem conta;30;Rádio/TV;5771;< 100 DM;4 a 7 anos;4;2;25;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;12;Reparos;1555;>= 1000 DM;>= 7 anos;4;4;55;Favor;2;Qualificado;2;Sim;Sim;Ruim;51-60 anos
< 0 DM;24;Carro Novo;1285;Sem conta;4 a 7 anos;4;4;32;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;31-40 anos
>= 200 DM;6;Carro Novo;1299;< 100 DM;1  a 4 anos;1;1;74;Própria;3;Desempregado;2;Sim;Não;Bom;60+ anos
>= 200 DM;15;Rádio/TV;1271;Sem conta;1  a 4 anos;3;4;39;Favor;2;Qualificado;1;Não;Sim;Ruim;31-40 anos
Sem conta;24;Carro Novo;1393;< 100 DM;1  a 4 anos;2;2;31;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
< 0 DM;12;Carro Novo;691;< 100 DM;>= 7 anos;4;3;35;Própria;2;Qualificado;1;Sim;Sim;Ruim;31-40 anos
Sem conta;15;Carro Novo;5045;Sem conta;>= 7 anos;1;4;59;Própria;1;Qualificado;1;Não;Sim;Bom;51-60 anos
< 0 DM;18;Móveis/Equipamento;2124;< 100 DM;1  a 4 anos;4;4;24;Aluguel;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
< 0 DM;12;Rádio/TV;2214;< 100 DM;1  a 4 anos;4;3;24;Própria;1;Informal;1;Sim;Sim;Bom;18-30 anos
Sem conta;21;Carro Novo;12680;Sem conta;>= 7 anos;4;4;30;Favor;1;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;18-30 anos
Sem conta;24;Carro Novo;2463;100 a 500 DM;4 a 7 anos;4;3;27;Própria;2;Qualificado;1;Não;Sim;Bom;18-30 anos
0 a 200 DM;12;Rádio/TV;1155;< 100 DM;>= 7 anos;3;3;40;Própria;2;Informal;1;Sim;Sim;Bom;31-40 anos
< 0 DM;30;Móveis/Equipamento;3108;< 100 DM;< 1 ano;2;4;31;Própria;1;Informal;1;Sim;Sim;Ruim;31-40 anos
Sem conta;10;Carro Usado;2901;Sem conta;< 1 ano;1;4;31;Aluguel;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
0 a 200 DM;12;Móveis/Equipamento;3617;< 100 DM;>= 7 anos;1;4;28;Aluguel;3;Qualificado;1;Não;Sim;Bom;18-30 anos
Sem conta;12;Rádio/TV;1655;< 100 DM;>= 7 anos;2;4;63;Própria;2;Informal;1;Não;Sim;Bom;60+ anos
< 0 DM;24;Carro Usado;2812;Sem conta;>= 7 anos;2;4;26;Aluguel;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;36;Educação;8065;< 100 DM;1  a 4 anos;3;2;25;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;18-30 anos
Sem conta;21;Carro Usado;3275;< 100 DM;>= 7 anos;1;4;36;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
Sem conta;24;Rádio/TV;2223;100 a 500 DM;>= 7 anos;4;4;52;Própria;2;Qualificado;1;Sim;Sim;Bom;51-60 anos
>= 200 DM;12;Carro Novo;1480;500 a 1000 DM;Desempregado;2;4;66;Favor;3;Desempregado;1;Sim;Sim;Bom;60+ anos
< 0 DM;24;Carro Novo;1371;Sem conta;1  a 4 anos;4;4;25;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;36;Carro Novo;3535;< 100 DM;4 a 7 anos;4;4;37;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
< 0 DM;18;Rádio/TV;3509;< 100 DM;4 a 7 anos;4;1;25;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;36;Carro Usado;5711;>= 1000 DM;>= 7 anos;4;2;38;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
0 a 200 DM;18;Reparos;3872;< 100 DM;Desempregado;2;4;67;Própria;1;Qualificado;1;Não;Sim;Bom;60+ anos
0 a 200 DM;39;Rádio/TV;4933;< 100 DM;4 a 7 anos;2;2;25;Própria;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;24;Carro Novo;1940;>= 1000 DM;>= 7 anos;4;4;60;Própria;1;Qualificado;1;Não;Sim;Bom;51-60 anos
0 a 200 DM;12;Retreinamento;1410;< 100 DM;1  a 4 anos;2;2;31;Própria;1;Informal;1;Não;Sim;Bom;31-40 anos
0 a 200 DM;12;Carro Novo;836;100 a 500 DM;< 1 ano;4;2;23;Própria;1;Informal;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;20;Carro Usado;6468;Sem conta;Desempregado;1;4;60;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;51-60 anos
0 a 200 DM;18;Negócios;1941;>= 1000 DM;1  a 4 anos;4;2;35;Própria;1;Informal;1;Não;Sim;Bom;31-40 anos
Sem conta;22;Rádio/TV;2675;500 a 1000 DM;>= 7 anos;3;4;40;Própria;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
Sem conta;48;Carro Usado;2751;Sem conta;>= 7 anos;4;3;38;Própria;2;Qualificado;2;Não;Sim;Bom;31-40 anos
0 a 200 DM;48;Educação;6224;< 100 DM;>= 7 anos;4;4;50;Favor;1;Qualificado;1;Sim;Sim;Ruim;41-50 anos
< 0 DM;40;Educação;5998;< 100 DM;1  a 4 anos;4;3;27;Própria;1;Qualificado;1;Não;Sim;Ruim;18-30 anos
0 a 200 DM;21;Negócios;1188;< 100 DM;>= 7 anos;2;4;39;Própria;1;Qualificado;2;Sim;Sim;Ruim;31-40 anos
Sem conta;24;Carro Usado;6313;Sem conta;>= 7 anos;3;4;41;Própria;1;Autônomo/Gerência/Oficial;2;Não;Sim;Bom;41-50 anos
Sem conta;6;Móveis/Equipamento;1221;Sem conta;1  a 4 anos;1;2;27;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
>= 200 DM;24;Móveis/Equipamento;2892;< 100 DM;>= 7 anos;3;4;51;Favor;1;Qualificado;1;Sim;Sim;Bom;51-60 anos
Sem conta;24;Móveis/Equipamento;3062;500 a 1000 DM;>= 7 anos;4;3;32;Aluguel;1;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;9;Móveis/Equipamento;2301;100 a 500 DM;< 1 ano;2;4;22;Aluguel;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;18;Carro Usado;7511;Sem conta;>= 7 anos;1;4;51;Favor;1;Qualificado;2;Não;Sim;Ruim;51-60 anos
Sem conta;12;Móveis/Equipamento;1258;< 100 DM;< 1 ano;2;4;22;Aluguel;2;Informal;1;Sim;Sim;Bom;18-30 anos
Sem conta;24;Carro Novo;717;Sem conta;>= 7 anos;4;4;54;Própria;2;Qualificado;1;Não;Sim;Bom;51-60 anos
0 a 200 DM;9;Carro Novo;1549;Sem conta;< 1 ano;4;2;35;Própria;1;Desempregado;1;Sim;Sim;Bom;31-40 anos
Sem conta;24;Educação;1597;< 100 DM;>= 7 anos;4;4;54;Favor;2;Qualificado;2;Sim;Sim;Bom;51-60 anos
0 a 200 DM;18;Rádio/TV;1795;< 100 DM;>= 7 anos;3;4;48;Aluguel;2;Informal;1;Não;Sim;Bom;41-50 anos
< 0 DM;20;Móveis/Equipamento;4272;< 100 DM;>= 7 anos;1;4;24;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;12;Rádio/TV;976;Sem conta;>= 7 anos;4;4;35;Própria;2;Qualificado;1;Sim;Sim;Bom;31-40 anos
0 a 200 DM;12;Carro Novo;7472;Sem conta;Desempregado;1;2;24;Aluguel;1;Desempregado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;36;Carro Novo;9271;< 100 DM;4 a 7 anos;2;1;24;Própria;1;Qualificado;1;Não;Sim;Ruim;18-30 anos
0 a 200 DM;6;Rádio/TV;590;< 100 DM;< 1 ano;3;3;26;Própria;1;Informal;1;Sim;Não;Bom;18-30 anos
Sem conta;12;Rádio/TV;930;Sem conta;>= 7 anos;4;4;65;Própria;4;Qualificado;1;Sim;Sim;Bom;60+ anos
0 a 200 DM;42;Carro Usado;9283;< 100 DM;Desempregado;1;2;55;Favor;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;51-60 anos
0 a 200 DM;15;Carro Novo;1778;< 100 DM;< 1 ano;2;1;26;Aluguel;2;Desempregado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;8;Negócios;907;< 100 DM;< 1 ano;3;2;26;Própria;1;Qualificado;1;Não;Sim;Bom;18-30 anos
0 a 200 DM;6;Rádio/TV;484;< 100 DM;4 a 7 anos;3;3;28;Própria;1;Informal;1;Sim;Sim;Bom;18-30 anos
< 0 DM;36;Carro Usado;9629;< 100 DM;4 a 7 anos;4;4;24;Própria;2;Qualificado;1;Não;Sim;Ruim;18-30 anos
< 0 DM;48;Eletrodomésticos;3051;< 100 DM;1  a 4 anos;3;4;54;Própria;1;Qualificado;1;Sim;Sim;Ruim;51-60 anos
< 0 DM;48;Carro Novo;3931;< 100 DM;4 a 7 anos;4;4;46;Favor;1;Qualificado;2;Sim;Sim;Ruim;41-50 anos
0 a 200 DM;36;Carro Novo;7432;< 100 DM;1  a 4 anos;2;2;54;Aluguel;1;Qualificado;1;Sim;Sim;Bom;51-60 anos
Sem conta;6;Eletrodomésticos;1338;500 a 1000 DM;1  a 4 anos;1;4;62;Própria;1;Qualificado;1;Sim;Sim;Bom;60+ anos
Sem conta;6;Rádio/TV;1554;< 100 DM;4 a 7 anos;1;2;24;Aluguel;2;Qualificado;1;Não;Sim;Bom;18-30 anos
< 0 DM;36;Outros;15857;< 100 DM;Desempregado;2;3;43;Própria;1;Autônomo/Gerência/Oficial;1;Sim;Sim;Bom;41-50 anos
< 0 DM;18;Rádio/TV;1345;< 100 DM;1  a 4 anos;4;3;26;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;12;Carro Novo;1101;< 100 DM;1  a 4 anos;3;2;27;Própria;2;Qualificado;1;Não;Sim;Bom;18-30 anos
>= 200 DM;12;Rádio/TV;3016;< 100 DM;1  a 4 anos;3;1;24;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;36;Móveis/Equipamento;2712;< 100 DM;>= 7 anos;2;2;41;Própria;1;Qualificado;2;Sim;Sim;Ruim;41-50 anos
< 0 DM;8;Carro Novo;731;< 100 DM;>= 7 anos;4;4;47;Própria;2;Informal;1;Sim;Sim;Bom;41-50 anos
Sem conta;18;Móveis/Equipamento;3780;< 100 DM;< 1 ano;3;2;35;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
< 0 DM;21;Carro Novo;1602;< 100 DM;>= 7 anos;4;3;30;Própria;2;Qualificado;1;Não;Sim;Bom;18-30 anos
< 0 DM;18;Carro Novo;3966;< 100 DM;>= 7 anos;1;4;33;Aluguel;3;Qualificado;1;Não;Sim;Ruim;31-40 anos
Sem conta;18;Negócios;4165;< 100 DM;1  a 4 anos;2;2;36;Própria;2;Qualificado;2;Sim;Sim;Ruim;31-40 anos
< 0 DM;36;Carro Usado;8335;Sem conta;>= 7 anos;3;4;47;Favor;1;Qualificado;1;Sim;Sim;Ruim;41-50 anos
0 a 200 DM;48;Negócios;6681;Sem conta;1  a 4 anos;4;4;38;Favor;1;Qualificado;2;Não;Sim;Bom;31-40 anos
Sem conta;24;Negócios;2375;500 a 1000 DM;1  a 4 anos;4;2;44;Própria;2;Qualificado;2;Não;Sim;Bom;41-50 anos
< 0 DM;18;Carro Novo;1216;< 100 DM;< 1 ano;4;3;23;Aluguel;1;Qualificado;1;Não;Sim;Ruim;18-30 anos
< 0 DM;45;Negócios;11816;< 100 DM;>= 7 anos;2;4;29;Aluguel;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;24;Rádio/TV;5084;Sem conta;>= 7 anos;2;4;42;Própria;1;Qualificado;1;Não;Sim;Bom;41-50 anos
>= 200 DM;15;Rádio/TV;2327;< 100 DM;< 1 ano;2;3;25;Própria;1;Informal;1;Sim;Sim;Ruim;18-30 anos
< 0 DM;12;Carro Novo;1082;< 100 DM;1  a 4 anos;4;4;48;Própria;2;Qualificado;1;Sim;Sim;Ruim;41-50 anos
Sem conta;12;Rádio/TV;886;Sem conta;1  a 4 anos;4;2;21;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;4;Móveis/Equipamento;601;< 100 DM;< 1 ano;1;3;23;Aluguel;1;Informal;2;Sim;Sim;Bom;18-30 anos
< 0 DM;24;Carro Usado;2957;< 100 DM;>= 7 anos;4;4;63;Própria;2;Qualificado;1;Não;Sim;Bom;60+ anos
Sem conta;24;Rádio/TV;2611;< 100 DM;>= 7 anos;4;3;46;Própria;2;Qualificado;1;Sim;Sim;Bom;41-50 anos
< 0 DM;36;Móveis/Equipamento;5179;< 100 DM;4 a 7 anos;4;2;29;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;21;Carro Usado;2993;< 100 DM;1  a 4 anos;3;2;28;Própria;2;Informal;1;Sim;Sim;Bom;18-30 anos
Sem conta;18;Reparos;1943;< 100 DM;< 1 ano;4;4;23;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;24;Negócios;1559;< 100 DM;4 a 7 anos;4;4;50;Própria;1;Qualificado;1;Não;Sim;Bom;41-50 anos
Sem conta;18;Móveis/Equipamento;3422;< 100 DM;>= 7 anos;4;4;47;Própria;3;Qualificado;2;Não;Sim;Bom;41-50 anos
0 a 200 DM;21;Móveis/Equipamento;3976;Sem conta;4 a 7 anos;2;3;35;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;18;Carro Novo;6761;Sem conta;1  a 4 anos;2;4;68;Aluguel;2;Qualificado;1;Sim;Sim;Ruim;60+ anos
Sem conta;24;Carro Novo;1249;< 100 DM;< 1 ano;4;2;28;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;9;Rádio/TV;1364;< 100 DM;4 a 7 anos;3;4;59;Própria;1;Qualificado;1;Sim;Sim;Bom;51-60 anos
< 0 DM;12;Rádio/TV;709;< 100 DM;>= 7 anos;4;4;57;Própria;1;Informal;1;Sim;Sim;Ruim;51-60 anos
< 0 DM;20;Carro Novo;2235;< 100 DM;1  a 4 anos;4;2;33;Aluguel;2;Qualificado;1;Sim;Não;Ruim;31-40 anos
Sem conta;24;Carro Usado;4042;Sem conta;4 a 7 anos;3;4;43;Própria;2;Qualificado;1;Não;Sim;Bom;41-50 anos
Sem conta;15;Rádio/TV;1471;< 100 DM;1  a 4 anos;4;4;35;Favor;2;Qualificado;1;Não;Sim;Bom;31-40 anos
< 0 DM;18;Carro Novo;1442;< 100 DM;4 a 7 anos;4;4;32;Favor;2;Informal;2;Sim;Sim;Ruim;31-40 anos
Sem conta;36;Carro Novo;10875;< 100 DM;>= 7 anos;2;2;45;Própria;2;Qualificado;2;Não;Sim;Bom;41-50 anos
Sem conta;24;Carro Novo;1474;100 a 500 DM;< 1 ano;4;3;33;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;10;Retreinamento;894;Sem conta;4 a 7 anos;4;3;40;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;15;Móveis/Equipamento;3343;< 100 DM;1  a 4 anos;4;2;28;Favor;1;Qualificado;1;Não;Sim;Bom;18-30 anos
< 0 DM;15;Carro Novo;3959;< 100 DM;1  a 4 anos;3;2;29;Própria;1;Qualificado;1;Não;Sim;Ruim;18-30 anos
Sem conta;9;Carro Novo;3577;100 a 500 DM;1  a 4 anos;1;2;26;Aluguel;1;Qualificado;2;Sim;Não;Bom;18-30 anos
Sem conta;24;Carro Usado;5804;>= 1000 DM;1  a 4 anos;4;2;27;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;18;Negócios;2169;< 100 DM;1  a 4 anos;4;2;28;Própria;1;Qualificado;1;Não;Sim;Ruim;18-30 anos
< 0 DM;24;Rádio/TV;2439;< 100 DM;< 1 ano;4;4;35;Própria;1;Qualificado;1;Não;Sim;Ruim;31-40 anos
Sem conta;27;Móveis/Equipamento;4526;>= 1000 DM;< 1 ano;4;2;32;Própria;2;Informal;2;Não;Sim;Bom;31-40 anos
Sem conta;10;Móveis/Equipamento;2210;< 100 DM;1  a 4 anos;2;2;25;Aluguel;1;Informal;1;Sim;Sim;Ruim;18-30 anos
Sem conta;15;Móveis/Equipamento;2221;500 a 1000 DM;1  a 4 anos;2;4;20;Aluguel;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;18;Rádio/TV;2389;< 100 DM;< 1 ano;4;1;27;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;12;Móveis/Equipamento;3331;< 100 DM;>= 7 anos;2;4;42;Própria;1;Qualificado;1;Sim;Sim;Bom;41-50 anos
Sem conta;36;Negócios;7409;Sem conta;>= 7 anos;3;2;37;Própria;2;Qualificado;1;Sim;Sim;Bom;31-40 anos
< 0 DM;12;Móveis/Equipamento;652;< 100 DM;>= 7 anos;4;4;24;Aluguel;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;36;Móveis/Equipamento;7678;500 a 1000 DM;4 a 7 anos;2;4;40;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
>= 200 DM;6;Carro Novo;1343;< 100 DM;>= 7 anos;1;4;46;Própria;2;Qualificado;2;Sim;Não;Bom;41-50 anos
< 0 DM;24;Negócios;1382;100 a 500 DM;4 a 7 anos;4;1;26;Própria;2;Qualificado;1;Não;Sim;Bom;18-30 anos
Sem conta;15;Eletrodomésticos;874;Sem conta;< 1 ano;4;1;24;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;12;Móveis/Equipamento;3590;< 100 DM;1  a 4 anos;2;2;29;Própria;1;Informal;2;Sim;Sim;Bom;18-30 anos
0 a 200 DM;11;Carro Novo;1322;>= 1000 DM;1  a 4 anos;4;4;40;Própria;2;Qualificado;1;Sim;Sim;Bom;31-40 anos
< 0 DM;18;Rádio/TV;1940;< 100 DM;< 1 ano;3;4;36;Favor;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
Sem conta;36;Rádio/TV;3595;< 100 DM;>= 7 anos;4;2;28;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;9;Carro Novo;1422;< 100 DM;< 1 ano;3;2;27;Favor;1;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;18-30 anos
Sem conta;30;Rádio/TV;6742;Sem conta;4 a 7 anos;2;3;36;Própria;2;Qualificado;1;Sim;Sim;Bom;31-40 anos
Sem conta;24;Carro Usado;7814;< 100 DM;4 a 7 anos;3;3;38;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
Sem conta;24;Carro Usado;9277;Sem conta;1  a 4 anos;2;4;48;Favor;1;Qualificado;1;Não;Sim;Bom;41-50 anos
0 a 200 DM;30;Carro Novo;2181;Sem conta;>= 7 anos;4;4;36;Própria;2;Qualificado;1;Sim;Sim;Bom;31-40 anos
Sem conta;18;Rádio/TV;1098;< 100 DM;Desempregado;4;4;65;Própria;2;Desempregado;1;Sim;Sim;Bom;60+ anos
0 a 200 DM;24;Móveis/Equipamento;4057;< 100 DM;4 a 7 anos;3;3;43;Própria;1;Qualificado;1;Não;Sim;Ruim;41-50 anos
< 0 DM;12;Educação;795;< 100 DM;< 1 ano;4;4;53;Própria;1;Qualificado;1;Sim;Sim;Ruim;51-60 anos
0 a 200 DM;24;Negócios;2825;Sem conta;4 a 7 anos;4;3;34;Própria;2;Qualificado;2;Não;Sim;Bom;31-40 anos
0 a 200 DM;48;Negócios;15672;< 100 DM;1  a 4 anos;2;2;23;Própria;1;Qualificado;1;Não;Sim;Ruim;18-30 anos
Sem conta;36;Carro Novo;6614;< 100 DM;>= 7 anos;4;4;34;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
Sem conta;28;Carro Usado;7824;Sem conta;< 1 ano;3;4;40;Aluguel;2;Qualificado;2;Não;Sim;Bom;31-40 anos
< 0 DM;27;Negócios;2442;< 100 DM;>= 7 anos;4;4;43;Própria;4;Autônomo/Gerência/Oficial;2;Não;Sim;Bom;41-50 anos
Sem conta;15;Rádio/TV;1829;< 100 DM;>= 7 anos;4;4;46;Própria;2;Qualificado;1;Não;Sim;Bom;41-50 anos
< 0 DM;12;Carro Novo;2171;< 100 DM;1  a 4 anos;4;4;38;Própria;2;Informal;1;Sim;Não;Bom;31-40 anos
0 a 200 DM;36;Carro Usado;5800;< 100 DM;1  a 4 anos;3;4;34;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;18;Rádio/TV;1169;Sem conta;1  a 4 anos;4;3;29;Própria;2;Qualificado;1;Não;Sim;Bom;18-30 anos
Sem conta;36;Carro Usado;8947;Sem conta;4 a 7 anos;3;2;31;Própria;1;Autônomo/Gerência/Oficial;2;Não;Sim;Bom;31-40 anos
< 0 DM;21;Rádio/TV;2606;< 100 DM;< 1 ano;4;4;28;Aluguel;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;18-30 anos
Sem conta;12;Móveis/Equipamento;1592;>= 1000 DM;4 a 7 anos;3;2;35;Própria;1;Qualificado;1;Sim;Não;Bom;31-40 anos
Sem conta;15;Móveis/Equipamento;2186;Sem conta;4 a 7 anos;1;4;33;Aluguel;1;Informal;1;Sim;Sim;Bom;31-40 anos
< 0 DM;18;Móveis/Equipamento;4153;< 100 DM;1  a 4 anos;2;3;42;Própria;1;Qualificado;1;Sim;Sim;Ruim;41-50 anos
< 0 DM;16;Carro Novo;2625;< 100 DM;>= 7 anos;2;4;43;Aluguel;1;Qualificado;1;Não;Sim;Ruim;41-50 anos
Sem conta;20;Carro Novo;3485;Sem conta;< 1 ano;2;4;44;Própria;2;Qualificado;1;Não;Sim;Bom;41-50 anos
Sem conta;36;Carro Usado;10477;Sem conta;>= 7 anos;2;4;42;Favor;2;Qualificado;1;Sim;Sim;Bom;41-50 anos
Sem conta;15;Rádio/TV;1386;Sem conta;1  a 4 anos;4;2;40;Aluguel;1;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;24;Rádio/TV;1278;< 100 DM;>= 7 anos;4;1;36;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
< 0 DM;12;Rádio/TV;1107;< 100 DM;1  a 4 anos;2;2;20;Aluguel;1;Autônomo/Gerência/Oficial;2;Não;Sim;Bom;18-30 anos
< 0 DM;21;Carro Novo;3763;Sem conta;4 a 7 anos;2;2;24;Própria;1;Informal;1;Sim;Não;Bom;18-30 anos
0 a 200 DM;36;Educação;3711;Sem conta;1  a 4 anos;2;2;27;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;15;Carro Usado;3594;< 100 DM;< 1 ano;1;2;46;Própria;2;Informal;1;Sim;Sim;Bom;41-50 anos
0 a 200 DM;9;Carro Novo;3195;Sem conta;1  a 4 anos;1;2;33;Própria;1;Informal;1;Sim;Sim;Bom;31-40 anos
Sem conta;36;Rádio/TV;4454;< 100 DM;1  a 4 anos;4;4;34;Própria;2;Qualificado;1;Sim;Sim;Bom;31-40 anos
0 a 200 DM;24;Móveis/Equipamento;4736;< 100 DM;< 1 ano;2;4;25;Própria;1;Informal;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;30;Rádio/TV;2991;Sem conta;>= 7 anos;2;4;25;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
